Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
588,10,2009,100000,4,1,0,0,146,372,5.278735151413753,1.6
970,8,2010,38127,4,1,0,278,137,239,5.0,1.55
749,6,2014,82450,1,1,0,356,25,350,5.0,5.85
262,3,2014,62497,4,1,0,150,38,27,5.0,7.52
1378,5,2011,86732,1,1,0,359,29,268,5.0,3.6
389,7,2016,27969,4,1,0,268,11,338,5.0,4.73
901,4,2013,66372,1,0,0,18,98,142,7.0,10.5
128,3,2013,73525,1,0,0,169,114,193,5.0,34.54
560,7,2018,20689,4,1,0,253,10,317,5.0,6.07
983,3,2018,25093,4,1,0,327,10,324,5.0,7.76
937,3,2016,49176,1,1,0,30,93,30,8.0,7.46
1451,4,2012,87510,1,1,0,337,29,309,5.0,3.49
714,3,2012,38214,4,1,2,241,10,312,5.0,4.05
1363,7,2013,48986,1,1,0,7,105,19,6.0,11.88
1685,10,2011,88000,4,0,0,109,49,72,5.0,6.45
148,10,2015,69002,1,0,0,155,114,193,5.0,50.0
72,10,2011,43706,4,0,0,10,92,171,5.0,9.0
510,3,2016,58671,1,0,0,189,39,56,5.0,14.25
902,3,2017,49404,1,1,0,240,33,0,7.0,7.36
891,4,2010,72000,1,1,0,39,74,45,8.0,4.4
1459,9,2016,24000,4,1,0,387,138,248,5.0,3.1
1454,3,2017,53285,4,0,0,346,145,278,5.0,4.28
1170,10,2017,12000,4,1,0,161,10,331,5.0,5.5
1479,8,2012,45000,1,0,0,188,54,16,5.0,6.99
954,3,2018,26234,4,1,0,381,137,241,5.0,4.29
1165,4,2014,55000,4,1,0,246,10,333,5.0,4.2
726,10,2012,90000,1,1,0,356,25,350,5.0,4.11
43,9,2015,48000,1,0,0,148,58,123,5.0,18.75
1294,9,2017,19863,1,0,0,28,113,190,5.0,64.95
691,9,2010,55000,4,1,2,281,2,284,5.0,1.59
1204,8,2016,4800,4,1,0,298,144,279,5.0,3.6
450,7,2017,38607,4,1,2,217,36,41,5.0,7.87
560,9,2018,3958,4,1,0,253,10,317,5.0,5.55
438,6,2014,74000,1,1,2,386,37,365,5.0,6.4
1140,9,2009,54540,4,1,3,208,15,333,5.0,2.65
1146,4,2015,58400,4,1,0,208,15,333,5.0,5.5
924,7,2013,73648,1,1,0,131,74,75,7.0,7.31
1033,6,2016,83000,1,1,0,412,14,342,5.0,7.1
635,7,2016,16159,1,1,0,344,39,59,5.0,7.83
500,9,2005,150000,1,1,0,68,33,318,5.0,0.85
391,9,2014,22100,4,1,0,268,11,338,5.0,3.55
740,3,2017,35043,4,1,0,196,10,317,5.0,8.19
85,10,2018,24000,1,0,0,252,64,142,5.0,28.0
1809,2,2015,480000,1,0,0,185,58,70,5.0,13.0
1833,2,2011,70000,4,1,2,136,46,11,5.0,3.29
1170,10,2015,13769,4,1,2,161,10,331,5.0,4.41
1434,8,2013,58000,1,1,0,255,29,22,5.0,4.99
139,5,2009,58000,1,0,0,244,64,150,5.0,17.98
210,3,2018,18705,1,1,0,297,14,354,5.0,7.71
1206,4,2013,32378,4,1,0,298,144,279,5.0,2.8
195,8,2013,45000,1,1,0,342,14,307,5.0,3.0
924,3,2015,36836,1,1,0,131,74,75,7.0,12.49
1661,7,2016,54199,1,1,0,356,14,347,5.0,5.0
144,7,2017,36935,1,0,0,244,64,150,5.0,32.64
1160,2,2015,23000,1,1,0,388,14,299,5.0,6.5
105,1,2015,14000,1,0,0,227,64,150,5.0,35.0
1590,2,2015,100073,1,1,2,384,25,287,5.0,2.0
924,7,2015,59182,1,1,0,131,74,75,7.0,9.46
61,7,2016,72132,1,0,2,40,110,184,7.0,39.0
95,5,2009,79000,1,0,0,239,64,128,5.0,15.0
637,3,2013,66930,4,1,0,193,42,48,5.0,6.15
579,10,2015,100000,1,0,2,66,76,155,7.0,14.5
588,1,2012,43000,4,1,0,0,146,372,5.278735151413753,3.25
1186,7,2018,27413,4,0,0,298,144,278,5.0,5.18
1194,10,2007,90000,4,1,2,201,1,270,5.0,1.24
764,8,2013,40300,4,1,0,241,10,321,5.0,2.8
1548,7,2011,73783,4,0,2,86,52,98,5.0,5.23
550,10,2005,86000,4,1,2,138,17,323,5.0,0.45
1197,4,2014,65694,4,1,0,253,144,282,5.0,3.25
1085,8,2015,23000,4,1,0,180,137,217,5.0,1.5
698,9,2012,51000,4,1,0,291,10,310,5.0,2.85
1453,7,2018,18335,4,1,0,333,145,278,5.0,4.5
1238,1,2014,36000,1,0,0,127,71,20,5.0,16.25
1828,9,2017,25000,4,0,0,198,10,11,5.0,7.75
896,1,2007,81000,1,1,3,39,74,45,8.0,4.35
1728,7,2019,21719,1,0,0,60,102,124,7.0,33.13
167,3,2013,75421,1,1,0,391,140,256,5.0,3.63
1751,4,2010,80000,1,1,0,56,89,3,8.0,4.75
1138,7,2018,10671,4,1,0,309,10,326,5.0,6.51
1457,5,2018,4126,4,1,0,333,145,278,5.0,4.8
1561,5,2017,98500,1,1,0,355,14,299,5.0,6.0
564,3,2016,61578,4,1,0,253,10,318,5.0,6.4
1840,0,2014,54000,1,1,0,290,37,8,5.0,4.9
27,3,2013,70998,1,0,0,213,58,123,5.0,20.57
1133,8,2015,40082,1,1,0,265,14,296,5.0,4.76
198,7,2012,50619,4,1,0,224,143,265,5.0,2.0
74,3,2009,103905,1,0,0,348,64,150,5.0,9.92
529,7,2018,15334,4,1,0,317,139,252,5.0,3.69
1135,5,2013,69000,1,1,0,364,14,299,5.0,5.75
1797,5,2014,75160,1,1,0,288,37,342,5.0,5.7
360,3,2014,44753,4,1,0,224,11,335,5.0,4.94
1856,7,2012,53024,4,0,0,103,46,13,5.0,4.29
1206,8,2014,23840,4,1,0,298,144,279,5.0,3.0
1821,5,2014,81298,1,1,0,288,37,347,5.0,6.5
1831,6,2015,59000,4,1,2,170,11,296,5.0,4.9
370,7,2016,51806,1,1,0,395,37,365,5.0,5.4
35,4,2014,56000,1,0,0,243,58,147,5.0,24.0
1654,7,2019,29279,1,1,0,381,0,286,5.0,7.46
1841,7,2017,33550,1,0,0,329,37,25,5.0,9.6
35,5,2014,62000,1,0,0,243,58,147,5.0,25.0
1403,5,2014,66000,1,1,0,255,29,25,5.0,6.8
1511,3,2016,46630,1,0,0,332,37,12,5.0,8.59
322,5,2016,72566,1,1,0,396,37,369,5.0,5.29
1658,10,2011,51482,1,1,0,141,27,288,8.0,2.5
1319,2,2011,90000,1,0,0,123,70,113,5.0,13.9
1736,6,2014,69000,1,1,2,65,112,116,7.0,20.0
423,4,2011,90000,4,1,2,188,36,42,5.0,3.4
753,9,2015,39000,4,1,0,246,10,316,5.0,5.5
1849,5,2012,110000,1,1,2,299,46,13,5.0,3.65
268,7,2011,68022,1,1,0,68,94,77,7.0,5.86
242,3,2018,27852,4,0,0,120,36,49,5.0,10.44
1160,1,2013,58291,1,1,0,217,14,371,5.0,5.0
767,3,2011,68439,1,1,0,356,25,350,5.0,3.37
1763,4,2011,150000,1,1,0,64,89,1,8.0,6.95
1635,9,2018,14000,1,1,0,329,36,25,5.0,9.9
329,5,2012,71558,1,1,0,287,26,284,5.0,3.3
1426,4,2013,48000,1,0,2,219,110,206,4.0,50.5
510,6,2015,65800,1,0,0,189,39,56,5.0,12.5
11,5,2014,53000,1,0,0,174,58,75,5.0,20.5
925,8,2017,14600,1,1,0,156,74,75,7.0,14.5
773,6,2017,34429,1,0,0,88,118,125,7.0,20.0
1135,4,2014,52000,1,1,0,364,14,299,5.0,5.25
1035,8,2015,25470,4,1,0,307,21,351,5.0,5.9
529,10,2013,22000,4,1,0,317,139,252,5.0,2.6
1269,2,2007,75000,1,0,0,14,113,159,5.0,11.0
95,10,2011,95995,1,0,0,239,64,128,5.0,15.5
556,6,2017,26877,1,1,0,372,6,298,5.0,5.75
1155,2,2007,140000,1,1,2,217,14,303,5.0,2.0
597,5,2008,95291,4,1,0,222,2,266,5.0,2.3
1760,5,2009,135000,1,1,2,56,89,3,8.0,8.2
764,8,2015,32000,4,1,0,246,10,316,5.0,4.8
1269,9,2008,68333,1,0,2,14,113,159,5.0,8.5
330,2,2011,72000,1,1,0,287,26,283,5.0,2.9
1677,0,2012,52100,1,1,0,328,19,337,5.0,6.5
560,6,2018,10000,4,1,0,253,10,317,5.0,5.85
790,3,2019,6261,1,1,0,165,57,119,5.0,23.91
1074,3,2019,3906,4,0,0,311,10,315,5.0,7.36
1731,10,2014,55960,1,1,0,26,112,120,7.0,17.25
1848,6,2013,144000,1,1,0,299,46,13,5.0,7.0
1773,9,2017,38000,1,1,0,85,83,85,7.0,17.65
325,6,2013,51000,1,1,0,287,26,285,5.0,2.5
1780,5,2015,150000,1,1,0,367,19,280,5.0,6.0
909,9,2018,2500,1,1,0,225,95,267,7.0,8.25
820,7,2018,41661,1,0,0,55,74,146,5.0,44.83
78,4,2011,64000,1,0,0,159,64,137,5.0,10.5
505,1,2008,80000,4,1,2,72,34,359,5.0,1.9
1011,6,2016,30000,4,0,2,360,144,279,5.0,4.25
779,2,2014,43000,1,0,2,166,74,146,5.0,26.5
25,1,2013,90000,1,0,2,47,99,135,5.0,22.5
1378,5,2011,123880,1,1,0,359,29,268,5.0,3.3
369,6,2015,42000,4,1,2,224,11,335,5.0,4.3
1442,2,2012,79824,1,1,0,283,29,327,5.0,5.25
1747,6,2015,75000,1,1,0,64,89,1,8.0,11.75
360,0,2014,72411,4,1,0,224,11,335,5.0,4.25
1327,4,2012,63000,1,0,0,125,70,167,5.0,14.22
1718,2,2015,53713,4,1,0,215,10,310,5.0,4.2
1778,4,2017,18000,1,0,0,23,102,121,8.0,18.25
1303,1,2013,51000,1,1,0,150,72,119,5.0,18.5
1166,2,2008,86700,4,1,2,161,15,341,5.0,2.4
978,8,2016,29000,1,1,0,409,14,299,5.0,6.5
596,5,2014,56000,3,1,0,79,2,266,5.0,3.2
1005,9,2015,33000,4,0,0,360,144,279,5.0,3.99
256,7,2014,64394,1,1,0,349,37,349,5.0,5.45
1608,5,2010,76000,1,1,0,250,14,350,5.0,2.7
478,9,2016,48719,1,1,0,408,37,365,5.0,6.25
924,3,2016,59711,1,1,0,131,74,75,7.0,13.28
1379,5,2012,83000,1,1,0,359,29,268,5.0,3.7
1325,3,2018,10714,1,0,0,264,70,113,5.0,39.51
1607,5,2010,127510,1,1,2,254,14,350,5.0,1.4
1159,8,2014,35010,1,1,0,354,14,299,5.0,3.5
1126,6,2012,75451,4,1,0,208,10,333,5.0,3.78
1600,10,2015,83000,1,1,0,257,27,287,5.0,2.7
367,8,2013,38755,1,1,0,395,37,365,5.0,3.2
1168,4,2016,30000,4,1,0,294,10,315,5.0,5.0
1064,2,2012,40000,1,1,0,308,14,347,7.0,7.0
573,8,2014,19500,4,1,2,253,10,318,5.0,2.85
1374,0,2016,41000,4,1,0,277,11,279,5.0,4.25
565,1,2014,30000,4,1,2,253,10,318,5.0,4.9
794,5,2017,37000,1,1,0,193,57,119,5.0,16.9
1823,4,2014,62000,1,1,2,340,12,296,5.0,4.25
363,10,2015,42023,4,0,0,142,11,335,5.0,4.34
142,8,2012,51001,1,0,0,160,64,142,5.0,17.0
79,7,2017,55389,1,0,0,252,64,142,5.0,28.45
427,7,2014,46728,4,0,0,143,36,37,5.0,6.15
900,7,2014,58995,1,1,0,58,98,105,7.0,9.25
1129,4,2015,37857,1,1,0,402,14,299,5.0,4.85
1160,6,2014,71000,1,1,0,388,14,299,5.0,4.8
393,10,2012,49024,4,1,0,237,11,338,5.0,2.3
577,9,2016,10770,4,1,0,253,10,318,5.0,4.75
1663,10,2017,72000,1,1,0,355,14,299,5.0,5.0
529,6,2015,91000,4,1,0,317,139,252,5.0,2.5
718,9,2017,14000,4,1,0,246,10,316,5.0,5.95
1861,4,2014,48000,1,0,2,432,61,137,5.0,16.0
258,4,2014,75136,1,1,0,349,37,349,5.0,6.15
1093,5,2014,32500,4,1,2,317,10,334,5.0,4.05
725,5,2010,94500,1,1,2,338,25,350,5.0,3.1
1046,5,2013,34900,4,1,0,339,10,315,5.0,5.49
1424,3,2010,42400,4,0,3,423,128,231,4.0,42.91
1163,6,2015,50000,1,1,0,217,14,303,5.0,5.7
391,8,2014,35000,4,1,0,268,11,338,5.0,2.85
169,1,2012,37000,4,1,2,246,12,311,5.0,2.35
520,3,2018,32807,4,0,0,65,42,48,5.0,14.76
433,10,2008,119000,4,1,2,214,36,309,5.0,2.25
1090,9,2016,12000,4,1,0,241,10,334,5.0,3.65
246,4,2016,46727,1,1,0,352,37,364,5.0,7.25
74,5,2010,73336,1,0,0,72,64,119,5.0,10.69
636,9,2014,9000,4,1,2,189,42,48,5.0,5.5
1751,2,2005,240000,1,1,1,56,89,3,8.0,5.1
1196,9,2014,25422,4,1,0,346,144,279,5.0,3.25
1059,9,2018,14000,1,1,0,392,14,343,7.0,9.25
972,5,2008,66000,4,1,0,278,137,239,5.0,1.7
950,7,2010,55324,4,1,0,254,144,276,5.0,2.87
147,1,2009,90000,1,0,0,14,114,178,5.0,17.75
839,8,2017,43000,4,1,0,228,11,318,5.0,4.5
700,1,2008,58483,4,0,2,263,10,312,5.0,2.95
463,10,2007,93000,4,0,2,60,53,61,5.0,2.6
706,5,2010,50000,4,1,0,291,10,310,5.0,3.0
1322,0,2014,78616,1,0,2,123,70,119,5.0,15.5
1709,10,2011,37000,4,1,0,211,35,345,5.0,2.8
413,8,2010,54801,4,1,0,188,36,42,5.0,2.5
1135,1,2014,29000,1,1,0,364,14,299,5.0,5.75
1165,10,2010,68000,4,1,0,339,10,315,5.0,2.8
632,8,2014,58000,4,1,0,189,42,48,5.0,4.59
1092,10,2012,64290,1,1,0,362,14,297,5.0,3.65
1736,9,2015,31000,1,1,0,65,112,116,7.0,19.85
789,10,2018,16039,1,1,0,193,57,119,5.0,18.5
753,5,2017,19860,4,1,0,246,10,316,5.0,6.95
1200,4,2014,48500,0,1,2,403,144,260,5.0,2.85
1629,6,2012,75391,1,1,0,90,74,68,7.0,3.75
1130,6,2008,78000,1,1,2,265,14,296,5.0,2.3
1602,8,2016,78000,1,1,0,384,25,287,5.0,2.3
1147,5,2016,52000,1,1,0,413,14,299,5.0,5.95
1005,8,2016,30000,4,0,0,360,144,279,5.0,3.49
108,3,2016,19254,1,0,0,116,114,193,5.0,47.7
1817,3,2015,29651,4,1,0,170,11,299,5.0,6.43
1636,1,2011,80000,1,1,0,90,74,70,7.0,4.5
1354,8,2018,2971,4,0,0,84,46,137,4.0,39.75
333,8,2015,21400,4,1,0,143,9,288,5.0,4.0
437,0,2015,77000,1,1,0,397,37,365,5.0,6.98
617,4,2006,80000,1,1,2,51,63,30,7.0,1.75
1484,4,2013,81755,1,1,0,287,58,25,5.0,4.75
1731,5,2016,99593,1,1,0,26,112,120,7.0,23.5
633,5,2014,39791,1,1,0,344,39,59,5.0,7.49
921,5,2015,113000,1,1,0,131,74,75,7.0,10.85
1459,9,2017,24000,4,1,0,387,138,248,5.0,3.5
750,1,2015,39000,4,1,2,246,10,316,5.0,6.3
427,1,2012,37000,4,0,0,143,36,37,5.0,6.75
270,3,2017,61108,1,0,0,11,120,156,7.0,28.88
1548,7,2016,61648,4,0,0,86,52,98,5.0,14.23
84,9,2012,37000,1,0,3,348,64,150,5.0,15.0
1063,9,2013,53000,0,1,0,353,21,314,7.0,5.8
1088,6,2013,65000,1,1,0,362,14,297,5.0,3.75
608,6,2005,120000,4,1,0,0,2,371,5.0,1.15
1731,6,2011,148009,1,1,2,26,112,120,7.0,12.75
1157,9,2009,53001,4,1,0,161,15,341,5.0,1.95
1655,9,2018,22345,4,1,0,289,12,329,5.0,4.95
446,4,2015,50000,4,0,0,224,36,41,5.0,8.25
74,5,2013,48183,1,0,0,72,64,119,5.0,20.99
1255,5,2010,93000,1,0,2,97,70,165,5.0,17.5
1159,7,2015,53500,1,1,0,413,14,299,5.0,5.36
1061,4,2014,17585,4,1,0,157,21,358,7.0,6.35
640,8,2011,36226,4,1,0,189,42,48,5.0,2.95
802,3,2019,25899,1,0,0,53,74,82,5.0,55.7
594,8,2009,60170,4,1,0,0,2,265,5.0,1.15
1323,5,2017,11200,1,0,0,264,70,113,5.0,37.5
698,7,2017,49045,4,1,0,291,10,310,5.0,4.07
1823,8,2012,45000,1,1,0,340,12,296,5.0,2.99
1181,4,2017,40000,1,1,0,376,14,342,5.0,7.9
1440,9,2016,36600,1,1,0,283,29,327,5.0,7.49
1579,6,2009,117000,1,1,0,224,14,303,5.0,1.1
1281,4,2016,16000,1,0,0,21,113,191,7.0,56.0
674,9,2016,50000,1,1,0,390,6,298,5.0,3.5
653,5,2008,150000,1,1,0,226,33,27,5.0,3.0
636,9,2014,11000,4,1,0,189,42,48,5.0,6.1
334,1,2010,102016,4,1,0,143,9,288,5.0,2.25
1162,2,2016,38000,1,1,0,388,14,299,5.0,5.95
1465,5,2013,71491,1,1,0,359,29,269,5.0,4.95
1817,1,2015,46354,4,1,2,170,11,299,5.0,5.49
79,4,2019,87000,1,0,0,348,64,150,5.0,6.67
1527,0,2015,20765,4,1,0,127,46,12,5.0,6.25
589,0,2005,58000,4,1,2,0,145,371,5.0,1.51
58,3,2014,51076,1,0,0,40,110,184,7.0,34.88
1028,6,2016,84085,1,1,0,400,14,342,5.0,6.9
438,8,2014,55000,1,1,0,386,37,365,5.0,5.99
1259,9,2010,73000,4,0,0,12,123,203,5.0,10.4
30,10,2012,50001,1,0,0,110,110,183,5.0,29.0
939,3,2016,93166,1,1,2,92,74,43,7.0,5.85
415,7,2006,99583,4,0,3,38,33,0,5.0,2.21
1115,9,2010,72000,4,1,0,142,40,10,5.0,2.4
1692,10,2009,70000,4,1,3,109,52,72,5.0,3.0
1856,10,2012,61000,4,0,2,103,46,13,5.0,3.75
529,10,2015,66510,4,1,0,317,139,252,5.0,2.95
1486,5,2011,84062,1,1,0,287,58,25,5.0,5.8
1159,5,2012,80799,1,1,0,354,14,299,5.0,4.9
1684,8,2018,5000,4,0,0,99,52,70,5.0,16.95
1747,5,2013,92000,1,1,0,64,89,0,8.0,12.5
1652,5,2017,53000,1,1,0,407,0,286,5.0,5.0
1528,9,2015,39822,4,1,0,140,46,12,5.0,4.68
270,9,2016,29000,1,0,0,11,120,156,7.0,29.8
1458,7,2017,24214,4,1,2,387,138,248,5.0,3.46
721,10,2012,75000,1,1,0,356,25,350,5.0,4.0
1482,2,2012,77216,1,1,2,208,54,18,5.0,4.5
1690,7,2013,74290,1,1,0,328,19,339,5.0,5.87
885,4,2015,61000,1,1,0,139,74,45,8.0,9.5
49,2,2013,44000,1,0,0,95,58,122,5.0,32.5
181,3,2014,74041,1,1,0,232,14,295,8.0,3.88
74,3,2013,85846,1,0,0,348,64,150,5.0,13.08
1389,4,2012,52000,1,1,0,331,29,330,5.0,3.5
352,9,2010,47000,4,1,2,56,79,132,5.0,3.5
645,1,2010,72010,1,1,0,180,33,27,5.0,4.45
1083,6,2015,15000,4,1,0,180,137,217,8.0,2.35
449,8,2015,480000,4,1,0,203,36,41,5.0,5.0
38,8,2012,24720,1,0,2,0,110,184,5.0,28.0
289,2,2007,75000,4,1,2,175,22,283,5.0,2.0
719,9,2015,57000,1,1,0,347,25,345,5.0,6.35
1274,7,2015,41057,1,0,0,65,70,163,5.0,24.63
1200,10,2012,92000,0,1,2,399,144,261,5.0,3.0
247,2,2016,20000,1,1,0,352,37,364,5.0,7.9
714,9,2011,52359,4,1,0,241,10,312,5.0,3.25
450,4,2016,17000,4,1,2,217,36,41,5.0,8.25
1378,8,2011,39002,1,1,0,359,29,268,5.0,2.85
326,10,2010,129986,1,1,2,287,26,283,5.0,3.2
1382,8,2013,45000,4,1,0,238,11,303,5.0,1.75
1160,8,2013,41300,1,1,0,217,14,371,5.0,3.38
352,0,2009,82002,4,1,2,56,79,132,5.0,5.75
1548,9,2010,67000,4,0,0,86,52,98,5.0,4.7
1081,5,2017,21260,4,1,0,91,137,219,5.0,2.9
763,0,2012,55362,1,1,0,338,25,347,5.0,4.25
510,2,2017,13000,1,0,0,189,39,56,5.0,14.5
1160,7,2016,45725,1,1,0,388,14,299,5.0,5.34
1148,6,2014,105000,1,1,0,388,14,299,5.0,3.85
1748,5,2009,156056,1,1,0,56,89,3,8.0,8.5
667,9,2016,135000,1,1,0,377,3,290,5.0,4.2
1055,4,2016,67000,1,1,0,308,14,344,7.0,6.75
271,6,2016,90000,1,0,0,11,120,157,7.0,26.0
728,3,2019,32251,1,1,0,347,25,345,5.0,8.61
1223,9,2009,47000,4,1,0,254,144,282,5.0,1.46
1092,9,2011,75308,1,1,2,317,14,296,5.0,2.8
963,7,2018,44202,0,1,0,416,144,261,4.0,4.0
419,9,2014,58000,4,1,0,188,36,42,5.0,5.47
1146,9,2009,60000,4,1,0,208,15,333,5.0,2.45
133,5,2014,45000,1,0,0,190,64,142,5.0,21.5
1606,9,2010,41195,4,1,0,127,20,350,5.0,1.38
917,2,2016,89000,1,1,0,156,74,75,7.0,13.5
708,1,2009,60510,4,0,2,184,10,310,5.0,3.1
991,9,2016,8500,4,1,0,327,10,324,5.0,5.49
1185,7,2017,35981,1,1,0,376,14,342,5.0,9.51
334,9,2012,23152,4,1,0,143,9,289,5.0,2.39
1188,4,2014,74663,0,1,0,418,144,279,5.0,3.25
1858,9,2014,61529,4,0,0,231,10,11,5.0,5.65
927,0,2010,91596,1,1,0,126,88,358,7.0,1.85
1418,7,2019,14298,4,0,0,76,115,218,5.0,2.02
1137,5,2013,83327,1,1,0,265,14,296,5.0,5.8
1818,5,2017,22857,4,1,0,163,12,299,5.0,6.9
640,2,2013,34620,4,1,2,189,42,48,5.0,5.35
692,1,2010,56000,4,1,0,281,2,284,5.0,2.85
1275,2,2014,81000,1,0,0,65,70,167,5.0,22.75
1228,6,1998,95150,4,1,3,201,142,263,5.0,0.45
704,3,2013,32776,4,1,0,291,10,310,5.0,4.64
367,3,2016,51587,1,1,0,395,37,365,5.0,5.27
1641,6,2016,36000,1,1,0,94,74,87,7.0,10.0
385,9,2015,22000,4,1,0,241,11,338,5.0,3.95
747,7,2010,30754,4,1,0,188,10,312,5.0,3.38
1803,3,2018,37109,4,1,0,116,23,46,5.0,16.8
485,8,2010,45000,4,1,0,176,11,347,5.0,1.99
577,3,2017,33284,4,1,0,253,10,318,5.0,5.84
782,3,2016,55115,1,0,0,118,114,200,5.0,36.15
779,8,2014,18000,1,0,0,166,74,146,5.0,25.7
924,3,2013,130790,1,1,0,156,74,75,7.0,9.24
1102,4,2015,16607,1,1,0,349,46,42,5.0,7.65
8,3,2015,32205,1,0,0,194,58,123,5.0,25.31
1434,4,2013,67000,1,1,0,255,29,22,5.0,4.75
1138,3,2014,57676,4,1,0,258,10,333,5.0,6.69
1834,9,2012,41000,4,1,0,170,11,296,5.0,3.1
1080,6,2012,65000,4,1,0,278,137,219,8.0,1.55
559,3,2019,12153,4,0,0,253,10,317,5.0,6.84
1623,5,2014,16810,4,1,0,390,134,227,4.0,1.6
17,7,2017,61221,4,0,0,218,24,83,5.0,21.73
1817,9,2015,22000,4,1,0,170,11,299,5.0,4.75
956,2,2015,63714,4,1,0,351,137,241,5.0,2.45
1348,7,2019,14857,1,0,0,306,35,33,5.0,31.55
23,4,2012,69000,1,0,2,135,58,76,5.0,10.25
276,3,2019,14648,1,1,0,52,75,100,7.0,27.36
261,5,2013,100000,4,1,2,150,38,27,5.0,6.5
574,6,2016,22000,4,1,0,253,10,318,5.0,4.25
192,9,2014,10000,4,1,0,232,12,319,5.0,5.5
1131,8,2015,107000,4,1,0,309,10,326,5.0,4.0
1667,7,2017,48198,4,1,0,210,7,344,5.0,4.65
1318,4,2015,15000,1,0,0,264,70,119,5.0,28.5
175,3,2014,80073,1,1,0,201,66,109,5.0,7.11
1092,5,2013,85388,1,1,0,317,14,296,5.0,3.9
562,6,2017,14700,4,1,0,253,10,317,5.0,5.6
1043,10,2012,150000,1,1,3,413,14,294,5.0,2.25
633,8,2011,34994,1,1,0,344,39,59,5.0,3.9
782,3,2014,82536,1,0,0,118,114,200,5.0,28.63
1548,4,2013,82000,4,0,0,86,52,98,5.0,7.25
1196,10,2006,52000,4,1,2,253,144,282,5.0,2.0
1832,9,2011,20000,4,1,0,170,11,296,5.0,3.5
467,5,2011,55000,4,1,0,120,53,62,5.0,5.0
1052,0,2015,47001,0,1,0,286,9,267,5.0,3.72
1207,2,2014,52000,4,1,0,346,144,279,5.0,3.45
1135,8,2013,43284,1,1,0,364,14,299,5.0,4.5
520,3,2018,23875,4,0,0,65,42,48,5.0,14.36
564,1,2016,51866,4,1,0,253,10,318,5.0,5.5
1379,9,2013,69000,1,1,0,359,29,268,5.0,3.0
557,3,2017,62788,4,1,0,253,10,317,5.0,6.08
1848,2,2013,150000,1,1,0,299,46,13,5.0,5.0
1733,7,2015,47566,1,0,0,50,112,116,7.0,20.25
590,2,2002,67000,4,1,3,0,145,371,5.0,1.2
1777,10,2018,20300,1,0,0,23,102,121,7.0,18.0
1235,10,2015,48300,1,0,0,287,70,20,5.0,17.5
525,10,2013,30000,4,1,0,317,139,252,5.0,2.1
539,1,2012,36000,1,1,2,349,39,57,5.0,7.5
1346,7,2015,27641,1,0,2,306,35,33,4.0,24.77
1430,1,2015,60000,1,1,0,274,29,22,5.0,8.65
270,2,2019,9000,1,0,0,11,120,156,7.0,35.5
1696,4,2014,60750,4,1,0,99,52,70,5.0,10.5
922,4,2018,9000,1,1,0,91,74,95,7.0,13.0
126,8,2012,41100,1,0,0,178,114,195,5.0,26.5
1194,0,2004,60000,4,1,2,201,1,270,5.0,1.4
449,7,2017,38424,4,1,0,217,36,41,5.0,7.51
1159,4,2014,50000,1,1,0,354,14,299,5.0,4.3
456,9,2015,19000,4,0,0,224,36,41,5.0,8.95
1059,7,2015,58734,1,1,0,308,14,346,7.0,6.91
1434,3,2016,65257,1,1,0,255,29,22,5.0,9.75
1137,6,2010,130000,1,1,2,265,14,296,5.0,4.0
1092,5,2011,79000,1,1,0,362,14,297,5.0,3.65
925,2,2013,78000,1,1,0,131,74,75,7.0,10.75
391,7,2015,49133,4,1,0,268,11,338,5.0,4.51
1299,3,2016,22769,1,0,0,0,113,111,5.0,49.22
1612,3,2014,54448,1,1,0,314,14,347,5.0,3.7
1759,5,2014,158793,1,1,0,56,89,3,7.0,12.99
1165,4,2015,62088,4,1,0,246,10,333,5.0,4.15
632,8,2012,14800,4,1,0,189,42,48,5.0,4.4
495,8,2015,26000,4,1,0,201,36,41,7.0,4.25
369,9,2017,32005,4,1,0,224,11,335,5.0,4.25
456,6,2017,35000,4,0,0,224,36,41,5.0,7.7
811,10,2015,52000,1,0,0,55,74,146,5.0,39.75
459,9,2017,11000,4,1,0,203,36,41,5.0,8.5
1270,6,2008,62000,4,0,0,436,117,177,5.0,7.0
340,2,2002,65134,4,1,3,88,16,288,5.0,0.8
1736,4,2013,71000,1,1,0,65,112,116,7.0,15.25
950,5,2008,51366,4,1,0,254,144,276,5.0,2.25
1645,8,2016,46300,1,1,0,93,55,324,7.0,4.85
427,3,2012,60908,4,0,2,143,36,37,5.0,6.42
1386,2,2012,93450,1,1,2,361,29,269,5.0,2.5
654,5,2011,104000,1,0,0,256,39,59,5.0,5.75
945,10,2003,52000,4,1,0,161,137,225,4.0,0.5
925,3,2015,42999,1,1,0,131,74,75,7.0,11.52
1109,4,2014,90000,1,1,0,329,14,347,5.0,4.5
766,1,2013,72000,4,0,0,127,25,365,5.0,4.75
511,3,2019,54321,1,1,0,275,39,56,5.0,13.54
1274,7,2015,59630,1,0,0,65,70,163,5.0,23.41
1733,5,2013,116000,1,0,2,50,112,116,7.0,19.25
1861,0,2015,34000,1,0,0,432,61,137,5.0,20.0
1254,4,2011,70000,1,0,0,97,70,165,5.0,13.0
349,2,2010,80000,4,1,0,4,79,136,5.0,3.99
